"タブ名","第1層イニシャル","第1層","第1層説明","編集用シート","第2層","第2層説明","第2層メモ","第3層","UID","第4層","メモ"
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","基礎医学","","","個体の反応","JkxnuNA","生体（あるいは生体群）の薬物・毒物反応性について、用量反応曲線を描き説明できる。","新設"
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","基礎医学","","","個体の反応","JkxnuNE","薬物の受容体結合と薬理作用との関連性及び作動薬・拮抗薬を説明できる。",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","基礎医学","","","個体の反応","JkxnuNI","薬物の投与経路と、その吸収、分布、代謝、排泄機構を説明できる。",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","基礎医学","","","個体の反応","JkxnuNM","薬物の有害作用、薬物間相互作用を説明できる。","新設"
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","基礎医学","","","個体の反応","JkxnuNQ","分子標的薬、バイオ医薬を説明できる。","新設"
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","基礎医学","","","個体の反応","JkxnuNU","薬物開発のプロセスと、臨床試験における薬物の評価をを説明できる。","新設"
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","基礎医学","","","病因と病態","JkxnuNY","ゲノムの多様性に基づく個体の多様性を説明できる。",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","基礎医学","","","病因と病態","JkxnuNc","単一遺伝子疾患、染色体異常による疾患、ミトコンドリア遺伝子の変異による疾患を挙げ、遺伝様式を含め説明できる。",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","基礎医学","","","病因と病態","JkxnuNg","多因子疾患における遺伝要因と環境要因の関係を説明できる。",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","基礎医学","","","病因と病態","JkxnuNk","薬剤の有効性や安全性とゲノムの多様性との関係を説明できる。","修正済み・ワードファイルでは「説明できる」になっています。(KY)"
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","基礎医学","","","病因と病態","JkxnuNo","ネクローシスとアポトーシスの違いを含め、細胞傷害・変性と細胞死の多様性、病因と意義を説明できる。",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","基礎医学","","","病因と病態","JkxnuNs","細胞傷害・変性と細胞死の細胞と組織の形態的変化の特徴を説明できる。",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","基礎医学","","","病因と病態","JkxnuNw","糖代謝異常の病態を説明できる。",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","基礎医学","","","病因と病態","JkxnuN0","タンパク質・アミノ酸代謝異常の病態を説明できる。",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","基礎医学","","","病因と病態","JkxnuN4","脂質代謝異常の病態を説明できる。",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","基礎医学","","","病因と病態","JkxnuN8","核酸・ヌクレオチド代謝異常の病態を説明できる。",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","基礎医学","","","病因と病態","JkxnuOA","ビタミン、微量元素の代謝異常の病態を説明できる。",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","基礎医学","","","病因と病態","JkxnuOE","メタボリックシンドロームの病態を説明できる。",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","基礎医学","","","病因と病態","JkxnuOI","血行障害（阻血、低酸素血、充血、うっ血、出血）の違いとそれぞれの病因と病態、梗塞（血栓、塞栓）の種類と病態を説明できる。",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","基礎医学","","","病因と病態","JkxnuOM","ショック（アナフィラキシー、感染性（敗血症性）、神経原性、循環血液量減少性ショック（出血性、体液喪失）、心原性ショック（心筋性、機械性、不整脈）、閉塞性ショック（心タンポナーデ、肺塞栓症、緊張性気胸））を説明できる。","E-5で取り扱うことも検討できるのではと思います。(野村理)"
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","基礎医学","","","病因と病態","JkxnuOQ","血圧異常（高血圧、低血圧）を説明できる。",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","基礎医学","","","病因と病態","JkxnuOU","臓器不全（多臓器不全、サイトカインストーム、播種性血管内凝固症候群）を説明できる。",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","基礎医学","","","病因と病態","JkxnuOY","炎症の定義を説明できる。",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","基礎医学","","","病因と病態","JkxnuOc","炎症の分類、組織形態学的変化と経時的変化（局所的変化と全身的変化）を説明できる。",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","基礎医学","","","病因と病態","JkxnuOg","炎症組織の治癒過程を説明できる。","修正済み・ワードファイルでは「説明できる」になっています。(KY)"
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","基礎医学","","","病因と病態","JkxnuOk","炎症とメタボリックシンドローム、動脈硬化、腫瘍、老化への関わりについて説明できる。","新設"
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","基礎医学","","","病因と病態","JkxnuOo","感染症による炎症性変化を説明できる。",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","基礎医学","","","病因と病態","JkxnuOs","自律性の増殖と、良性腫瘍と悪性腫瘍の違いを説明できる。",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","基礎医学","","","病因と病態","JkxnuOw","癌の原因や遺伝子変化を説明できる。",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","基礎医学","","","病因と病態","JkxnuO0","腫瘍の分類、分化度、グレード、ステージを説明できる。","修正済み・ワードファイルでは「説明できる」になっています。(KY)"
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","基礎医学","","","病因と病態","JkxnuO4","用語（異形成、上皮内癌、進行癌、早期癌、異型性、多形性等）を説明できる。","「個別の癌は漢字で、それ以外はかなで記載。例）大腸癌、がん検診」とご意見を頂いております。（鋪野）"
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","基礎医学","","","病因と病態","JkxnuO8","癌の病理診断と治療の関わりを説明できる。","修正済み・ワードファイルでは「説明できる」になっています。(KY)"
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","基礎医学","","","病因と病態","JkxnuPA","癌の転移を説明できる。",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","基礎医学","","","病因と病態","JkxnuPE","癌の免疫系による排除機構を説明できる。","新設・癌免疫、ゲノム診断は入れるべきと思います。(Michiyuki)"
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","基礎医学","","","病因と病態","JkxnuPI","癌のゲノム診断を説明できる。","新設"
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","人体各器官の正常構造と機能、病態、診断、治療","","","血液・造血器・リンパ系","JkxnuPM","血液・造血器・リンパ系の構造と機能について基本的事項を説明できる。",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","人体各器官の正常構造と機能、病態、診断、治療","","","血液・造血器・リンパ系","JkxnuPQ","血液・造血器・リンパ系でみられる症状・症候について説明できる。",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","人体各器官の正常構造と機能、病態、診断、治療","","","血液・造血器・リンパ系","JkxnuPU","血液・造血器・リンパ系で行う検査方法について基本的事項を説明できる。",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","人体各器官の正常構造と機能、病態、診断、治療","","","血液・造血器・リンパ系","JkxnuPY","血液・造血器・リンパ系疾患に特異的な治療法について基本的事項を説明できる。",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","人体各器官の正常構造と機能、病態、診断、治療","","","血液・造血器・リンパ系","JkxnuPc","血液・造血器・リンパ系の疾患・病態について病因、疫学、症候、主な検査・診断、治療法を説明できる。",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","人体各器官の正常構造と機能、病態、診断、治療","","","神経系","JkxnuPk","神経系の構造と機能について基本的事項を説明できる。",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","人体各器官の正常構造と機能、病態、診断、治療","","","神経系","JkxnuPo","神経系でみられる症状・症候について説明できる。",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","人体各器官の正常構造と機能、病態、診断、治療","","","神経系","JkxnuPs","神経系で行う検査方法について基本的事項を説明できる。",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","人体各器官の正常構造と機能、病態、診断、治療","","","神経系","JkxnuPw","神経系疾患に特異的な治療法について基本的事項を説明できる。",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","人体各器官の正常構造と機能、病態、診断、治療","","","神経系","JkxnuP0","神経系の疾患・病態について病因、疫学、症候、主な検査・診断、治療法を説明できる。",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","人体各器官の正常構造と機能、病態、診断、治療","","","皮膚系","JkxnuP4","皮膚系の構造と機能について基本的事項を説明できる。",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","人体各器官の正常構造と機能、病態、診断、治療","","","皮膚系","JkxnuP8","皮膚系でみられる症状・症候について説明できる。",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","人体各器官の正常構造と機能、病態、診断、治療","","","皮膚系","JkxnuQA","皮膚系で行う検査方法について基本的事項を説明できる。",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","人体各器官の正常構造と機能、病態、診断、治療","","","皮膚系","JkxnuQE","皮膚系疾患に特異的な治療法について基本的事項を説明できる。",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","人体各器官の正常構造と機能、病態、診断、治療","","","皮膚系","JkxnuQI","皮膚系の疾患・病態について病因、疫学、症候、主な検査・診断、治療法を説明できる。",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","人体各器官の正常構造と機能、病態、診断、治療","","","運動器（筋骨格）系","JkxnuQM","運動器（筋骨格）系の構造と機能について基本的事項を説明できる。",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","人体各器官の正常構造と機能、病態、診断、治療","","","運動器（筋骨格）系","JkxnuQQ","運動器（筋骨格）系でみられる症状・症候について説明できる。",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","人体各器官の正常構造と機能、病態、診断、治療","","","運動器（筋骨格）系","JkxnuQU","運動器（筋骨格）系で行う検査方法について基本的事項を説明できる。",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","人体各器官の正常構造と機能、病態、診断、治療","","","運動器（筋骨格）系","JkxnuQY","運動器（筋骨格）系疾患に特異的な治療法について基本的事項を説明できる。",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","人体各器官の正常構造と機能、病態、診断、治療","","","運動器（筋骨格）系","JkxnuQc","運動器（筋骨格）系の疾患・病態について病因、疫学、症候、主な検査・診断、治療法を説明できる。",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","人体各器官の正常構造と機能、病態、診断、治療","","","循環器系","JkxnuQg","循環器系の構造と機能について基本的事項を説明できる。",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","人体各器官の正常構造と機能、病態、診断、治療","","","循環器系","JkxnuQk","循環器系でみられる症状・症候について説明できる。",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","人体各器官の正常構造と機能、病態、診断、治療","","","循環器系","JkxnuQo","循環器系で行う検査方法について基本的事項を説明できる。",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","人体各器官の正常構造と機能、病態、診断、治療","","","循環器系","JkxnuQs","循環器系疾患に特異的な治療法について基本的事項を説明できる。",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","人体各器官の正常構造と機能、病態、診断、治療","","","循環器系","JkxnuQw","循環器系の疾患・病態について病因、疫学、症候、主な検査・診断、治療法を説明できる。",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","人体各器官の正常構造と機能、病態、診断、治療","","","呼吸器系","JkxnuQ0","呼吸器系の構造と機能について基本的事項を説明できる。",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","人体各器官の正常構造と機能、病態、診断、治療","","","呼吸器系","JkxnuQ4","呼吸器系でみられる症状・症候について説明できる。",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","人体各器官の正常構造と機能、病態、診断、治療","","","呼吸器系","JkxnuQ8","呼吸器系で行う検査方法について基本的事項を説明できる。",""
